,percentages
9889,6.6-8 percent
9890,31.2%
9891,An immediate 10%
9892,"more than 2,800%"
9893,5.41%
9894,9.8 percent
9895,16% to 12%
9896,just 5.3 percent
9897,5.59%
9898,just 17%
9899,45.0%
9900,approximately 19%
9901,another 21%
9902,more than 2.8%
9903,just 44%
9904,over 70 percent
9905,more than 49%
9906,10.93%
9907,up to 6%
9908,just over 9 percent
9909,33.7 percent
9910,below 60%
9911,52.2 percent
9912,close to 70 percent
9913,14.93%
9914,an approximate 50%
9915,less than 7.5 percent
9916,Frankfurt(3.88%
9917,about 4.3%
9918,7.13 percent
9919,4.27 percent
9920,56.4%
9921,just 7 percent
9922,485 percent
9923,60.8 percent
9924,Some 90 percent
9925,52% to 48%
9926,almost another 25%
9927,10.6% to 7.8%
9928,80.3%
9929,2.2%-2.8%
9930,1.37%
9931,just around 5.0%
9932,about 19.7%
9933,48 percent
9934,"1,350%"
9935,8 to 18 percent
9936,1% to 5.25%
9937,88 percent
9938,only 2.4% and 2.6%
9939,minus 10 percent
9940,about 0.7 percent
